Name,Release_Year,Description,Minimum_Players,Maximum_Players,Minimum_Time,Maximum_Time,Age_Rating,Complexity_Score,BGG_Rating,Game_Categories,Game_Mechanics,BGG_Rank,Complexity_Category
The Gallerist,2015,"Amass a fortune, and stake your reputation by operating a lucrative art gallery.",1,4,60,150,13,4.2,8.02,['economic'],"['area-majority-influence', 'commodity-speculation', 'contracts', 'investment', 'open-drafting', 'point-to-point-movement', 'resource-to-move', 'set-collection', 'solo-solitaire-game', 'victory-points-as-a-resource', 'worker-placement', 'worker-placement-different-worker-types']",72,Heavy
Paladins of the West Kingdom,2019,Invaders are coming from everywhere.  Keep the faith and defend your homeland.,1,4,90,120,12,3.7,7.97,['medieval'],"['end-game-bonuses', 'market', 'open-drafting', 'solo-solitaire-game', 'worker-placement', 'worker-placement-different-worker-types']",73,Medium
Star Wars: Imperial Assault,2014,Play as Rebel or Imperial forces to fulfill mission objectives.,2,5,60,120,14,3.3,7.96,"['adventure', 'exploration', 'fighting', 'miniatures', 'movies-tv-radio-theme', 'science-fiction', 'wargame']","['dice-rolling', 'die-icon-resolution', 'grid-movement', 'line-of-sight', 'modular-board', 'role-playing', 'scenario-mission-campaign-game', 'solo-solitaire-game', 'square-grid', 'team-based-game', 'variable-player-powers']",74,Medium
Android: Netrunner,2012,Megacorporation versus Netrunner in this futuristic cyberpunk game of cat and mouse.,2,2,25,65,14,3.4,7.89,"['bluffing', 'card-game', 'collectible-components', 'science-fiction']","['action-points', 'deck-construction', 'hand-management', 'race', 'secret-unit-deployment', 'take-that', 'variable-player-powers']",75,Medium
Mechs vs. Minions,2016,Cooperatively program and pilot your mechs to defeat an army of marauding minions.,2,4,60,120,14,2.4,7.96,"['fantasy', 'fighting', 'miniatures', 'video-game-theme']","['action-queue', 'bias', 'cooperative-game', 'dice-rolling', 'modular-board', 'open-drafting', 'programmed-movement', 'role-playing', 'slide-push', 'variable-player-powers']",76,Medium
The Crew: The Quest for Planet Nine,2019,Go on many planet-discovering space missions in this cooperative trick-taking game.,2,5,5,40,10,2.0,7.79,"['card-game', 'science-fiction', 'space-exploration']","['communication-limits', 'cooperative-game', 'hand-management', 'scenario-mission-campaign-game', 'trick-taking']",77,Light
Kingdom Death: Monster,2015,Try to survive in a nightmarish world that lies under eternal darkness.,1,4,60,180,17,4.3,8.49,"['adventure', 'fantasy', 'fighting', 'horror', 'mature-adult', 'miniatures', 'mythology']","['cooperative-game', 'critical-hits-and-failures', 'dice-rolling', 'grid-movement', 'role-playing', 'scenario-mission-campaign-game', 'solo-solitaire-game', 'storytelling']",78,Heavy
Agricola (Revised Edition),2016,"Help your farm to prosper in this updated, streamlined edition of the acclaimed game.",1,4,30,120,12,3.4,7.95,"['animals', 'economic', 'farming']","['enclosure', 'hand-management', 'worker-placement', 'advantage-token', 'automatic-resource-growth', 'closed-drafting', 'increase-value-of-unchosen-resources', 'solo-solitaire-game', 'team-based-game', 'turn-order-claim-action', 'variable-player-powers']",79,Medium
The Lord of the Rings: Duel for Middle-earth,2024,Play as the Fellowship or Sauron and attempt to determine the fate of Middle-earth.,2,2,30,45,10,2.1,8.45,"['card-game', 'fantasy', 'novel-based']","['area-majority-influence', 'hand-management', 'income', 'layering', 'market', 'modular-board', 'multi-use-cards', 'once-per-game-abilities', 'open-drafting', 'point-to-point-movement', 'race', 'relative-movement', 'set-collection', 'sudden-death-ending', 'tags', 'take-that', 'tech-trees-tech-tracks', 'variable-player-powers', 'variable-set-up']",80,Medium
Race for the Galaxy,2007,"Worlds await! Colonize, develop and conquer, taking advantage of others' choices.",2,4,30,60,12,3.0,7.74,"['card-game', 'civilization', 'economic', 'science-fiction', 'space-exploration']","['follow', 'hand-management', 'multi-use-cards', 'simultaneous-action-selection', 'tags']",81,Medium
Azul,2017,Artfully embellish the walls of your palace by drafting the most beautiful tiles.,2,4,30,45,8,1.8,7.74,"['abstract-strategy', 'puzzle', 'renaissance']","['end-game-bonuses', 'open-drafting', 'pattern-building', 'set-collection', 'tile-placement', 'turn-order-claim-action']",82,Light
Clank!: Catacombs,2022,Deck-building adventure meets tile-laying in the newest incarnation of Clank!,2,4,45,90,13,2.5,8.26,"['adventure', 'fantasy']","['deck-bag-and-pool-building', 'delayed-purchase', 'end-game-bonuses', 'map-addition', 'modular-board', 'movement-points', 'open-drafting', 'player-elimination', 'point-to-point-movement', 'push-your-luck', 'tile-placement', 'variable-set-up']",83,Medium
Five Tribes: The Djinns of Naqala,2014,"Move assassins, elders & builders through Naqala to claim oases & control djinns.",2,4,40,80,13,2.8,7.77,"['arabian', 'fantasy', 'mythology']","['auction-bidding', 'constrained-bidding', 'end-game-bonuses', 'hidden-victory-points', 'mancala', 'modular-board', 'set-collection', 'square-grid', 'take-that', 'turn-order-auction', 'variable-player-powers', 'variable-set-up', 'victory-points-as-a-resource']",84,Medium
Clank!: A Deck-Building Adventure,2016,Claim your treasures but don't attract the dragon in this deck-building dungeon race.,2,4,30,60,12,2.2,7.77,"['adventure', 'fantasy']","['action-points', 'deck-bag-and-pool-building', 'delayed-purchase', 'end-game-bonuses', 'movement-points', 'open-drafting', 'player-elimination', 'point-to-point-movement', 'push-your-luck', 'variable-set-up']",85,Medium
Eclipse: New Dawn for the Galaxy,2011,"Build an interstellar civilization by exploration, research, conquest, and diplomacy.",2,6,60,180,14,3.7,7.83,"['civilization', 'fighting', 'science-fiction', 'space-exploration', 'territory-building', 'wargame']","['dice-rolling', 'grid-movement', 'hexagon-grid', 'map-addition', 'modular-board', 'player-elimination', 'tile-placement', 'variable-phase-order', 'variable-player-powers']",86,Medium
Fields of Arle,2014,"Construct dikes, drain bogs, harvest flax and tend to newborn animals in East Frisia.",1,2,60,120,13,3.8,8.03,"['economic', 'farming', 'industry-manufacturing']","['automatic-resource-growth', 'highest-lowest-scoring', 'income', 'set-collection', 'solo-solitaire-game', 'turn-order-claim-action', 'turn-order-progressive', 'worker-placement']",87,Medium
Aeon's End,2016,Mages must reach their full potential to defend humanity from terrible monstrosities.,1,4,40,80,14,2.8,7.88,"['card-game', 'fantasy', 'fighting', 'science-fiction']","['chit-pull-system', 'cooperative-game', 'deck-bag-and-pool-building', 'delayed-purchase', 'hand-management', 'open-drafting', 'solo-solitaire-game', 'variable-phase-order', 'variable-player-powers', 'variable-set-up']",88,Medium
Lords of Waterdeep,2012,Deploy agents and hire adventurers to expand your control over the city of Waterdeep.,2,5,60,120,12,2.5,7.73,"['city-building', 'fantasy']","['contracts', 'hidden-roles', 'increase-value-of-unchosen-resources', 'ownership', 'set-collection', 'take-that', 'turn-order-claim-action', 'worker-placement']",89,Medium
Teotihuacan: City of Gods,2018,Use your worker dice to raise the legendary and breathtaking Pyramid of the Sun.,1,4,90,120,14,3.8,7.85,['ancient'],"['area-movement', 'rondel', 'set-collection', 'solo-solitaire-game', 'tile-placement', 'track-movement', 'variable-set-up', 'worker-placement-with-dice-workers']",90,Medium
El Grande,1995,"Use your caballeros to control regions of medieval Spain, keeping clear of the King!",2,5,60,120,12,2.9,7.76,"['medieval', 'renaissance']","['action-drafting', 'area-majority-influence', 'area-movement', 'auction-bidding', 'hand-management', 'memory', 'open-drafting', 'selection-order-bid', 'simultaneous-action-selection', 'take-that', 'turn-order-auction']",91,Medium
Beyond the Sun,2020,Collectively develop a tech tree to fuel new discoveries and colonize space.,2,4,60,120,14,3.1,7.9,"['civilization', 'science-fiction', 'space-exploration']","['area-majority-influence', 'contracts', 'events', 'income', 'point-to-point-movement', 'tech-trees-tech-tracks', 'worker-placement']",92,Medium
Through the Ages: A Story of Civilization,2006,"Lead your civilization through strategic drafting of leaders, technologies, and more.",2,4,100,140,12,4.2,7.83,"['civilization', 'economic']","['action-points', 'auction-bidding', 'auction-dutch', 'hand-management', 'open-drafting']",93,Heavy
Revive,2022,"Revive civilization, 5000 years after the fall of humankind.",1,4,90,120,14,3.4,8.12,"['civilization', 'industry-manufacturing', 'science-fiction']","['deck-bag-and-pool-building', 'map-addition', 'network-and-route-building', 'scenario-mission-campaign-game', 'tech-trees-tech-tracks', 'variable-player-powers']",94,Medium
Darwin's Journey,2023,Retrace Darwin's journey to the Galapagos in a worker-placement adventure.,1,4,60,120,14,3.9,8.15,"['exploration', 'travel']","['contracts', 'ownership', 'point-to-point-movement', 'set-collection', 'solo-solitaire-game', 'turn-order-stat-based', 'variable-set-up', 'worker-placement-different-worker-types']",95,Medium
Dominant Species,2010,"With an ice age approaching, which animals will best propagate, migrate, and adapt?",2,6,120,240,14,4.0,7.81,"['animals', 'environmental', 'prehistoric']","['action-drafting', 'action-queue', 'area-majority-influence', 'end-game-bonuses', 'grid-movement', 'hexagon-grid', 'map-addition', 'take-that', 'tile-placement', 'turn-order-claim-action', 'variable-player-powers', 'worker-placement']",96,Medium
Concordia Venus,2018,Merchants build and trade throughout the Roman Empire to please the Gods.,2,6,60,120,12,3.0,8.27,"['ancient', 'economic']","['action-retrieval', 'advantage-token', 'auction-dutch', 'communication-limits', 'deck-bag-and-pool-building', 'hand-management', 'investment', 'movement-points', 'network-and-route-building', 'open-drafting', 'point-to-point-movement', 'set-collection', 'team-based-game', 'variable-set-up']",97,Medium
Slay the Spire: The Board Game,2024,"Craft a unique deck, discover powerful relics, and Slay the Spire together!",1,4,30,150,12,2.9,8.76,"['adventure', 'card-game', 'fantasy', 'video-game-theme']","['cooperative-game', 'deck-bag-and-pool-building', 'dice-rolling', 'hand-management', 'solo-solitaire-game']",98,Medium
SCOUT,2019,Poach your opponents' artists and outdo each other's circus shows.,2,5,5,35,9,1.4,7.82,['card-game'],"['hand-management', 'ladder-climbing', 'score-and-reset-game']",99,Light
Robinson Crusoe: Adventures on the Cursed Island,2012,Work together — with friends or with Friday — to survive on a deserted island.,1,4,60,120,14,3.8,7.74,"['adventure', 'exploration', 'fighting', 'novel-based', 'territory-building']","['action-queue', 'area-movement', 'cooperative-game', 'dice-rolling', 'die-icon-resolution', 'events', 'hexagon-grid', 'map-addition', 'movement-points', 'narrative-choice-paragraph', 'scenario-mission-campaign-game', 'solo-solitaire-game', 'tile-placement', 'turn-order-progressive', 'variable-player-powers', 'worker-placement']",100,Medium
7 Wonders,2010,Draft cards to develop your ancient civilization and build its Wonder of the World.,2,7,10,50,10,2.3,7.67,"['ancient', 'card-game', 'city-building', 'civilization', 'economic']","['closed-drafting', 'hand-management', 'neighbor-scope', 'set-collection', 'simultaneous-action-selection', 'variable-player-powers']",101,Medium
The Voyages of Marco Polo,2015,"Using unique abilities, fulfill contracts and reach your goals along the Silk Road.",2,4,40,100,12,3.2,7.77,"['dice', 'economic', 'medieval', 'travel']","['contracts', 'dice-rolling', 'point-to-point-movement', 'resource-to-move', 'turn-order-claim-action', 'variable-player-powers', 'variable-set-up', 'worker-placement-with-dice-workers']",102,Medium
The Search for Planet X,2020,"Plan, scan, and theorize to find a new planet at the edge of our solar system.",1,4,60,75,13,2.4,7.93,"['deduction', 'puzzle', 'space-exploration']","['action-points', 'deduction', 'end-game-bonuses', 'paper-and-pencil', 'solo-solitaire-game', 'turn-order-time-track']",103,Medium
Wingspan Asia,2022,Travel to Asia to discover new birds for your wildlife preserve.,1,2,40,70,10,2.7,8.26,"['animals', 'economic', 'educational']","['dice-rolling', 'end-game-bonuses', 'hand-management', 'open-drafting', 'set-collection', 'solo-solitaire-game']",104,Medium
The White Castle,2023,Become the most influential clan in Japan's Himeji stronghold.,1,4,60,100,12,3.0,7.98,"['dice', 'economic']","['action-drafting', 'dice-rolling', 'multi-use-cards', 'open-drafting', 'solo-solitaire-game', 'variable-set-up', 'worker-placement', 'worker-placement-with-dice-workers']",105,Medium
Decrypto,2018,Decipher your opponents' code before they decipher yours. Don't get caught.,3,8,15,45,12,1.8,7.77,"['deduction', 'party-game', 'spies-secret-agents', 'word-game']","['communication-limits', 'targeted-clues', 'team-based-game']",106,Light
Trickerion: Legends of Illusion,2015,Magicians perform dazzling tricks for money and fame in a Victorian steampunk world.,2,4,60,180,14,4.3,7.97,['post-napoleonic'],"['action-points', 'action-queue', 'catch-the-leader', 'dice-rolling', 'simultaneous-action-selection', 'tile-placement', 'turn-order-stat-based', 'worker-placement', 'worker-placement-different-worker-types']",107,Heavy
Inis,2016,Claim the crown through merit and wisdom in this Celtic island struggle.,2,4,60,90,14,3.0,7.82,"['card-game', 'exploration', 'medieval', 'mythology', 'wargame']","['area-majority-influence', 'area-movement', 'campaign-battle-card-driven', 'closed-drafting', 'hand-management', 'interrupts', 'king-of-the-hill', 'map-addition', 'modular-board', 'take-that', 'variable-set-up']",108,Medium
Battlestar Galactica: The Board Game,2008,How can the human race survive when you don't know who is actually human?,3,6,120,180,14,3.2,7.73,"['bluffing', 'deduction', 'movies-tv-radio-theme', 'political', 'science-fiction', 'space-exploration', 'spies-secret-agents']","['area-movement', 'dice-rolling', 'hand-management', 'hidden-roles', 'once-per-game-abilities', 'role-playing', 'semi-cooperative-game', 'team-based-game', 'traitor-game', 'variable-player-powers', 'variable-set-up', 'voting']",109,Medium
Final Girl,2021,You alone must survive and defeat the horror movie killer.,1,1,20,60,14,2.7,8.26,"['card-game', 'horror']","['dice-rolling', 'hand-management', 'pick-up-and-deliver', 'solo-solitaire-game', 'variable-player-powers']",110,Medium
Tainted Grail: The Fall of Avalon,2019,Will take you on a fantastic adventure set in a dark Arthurian lore and legends.,1,4,60,120,14,3.4,8.07,"['adventure', 'exploration', 'fantasy', 'mature-adult', 'medieval', 'miniatures', 'mythology', 'travel']","['area-movement', 'campaign-battle-card-driven', 'cooperative-game', 'deck-bag-and-pool-building', 'dice-rolling', 'hand-management', 'map-addition', 'modular-board', 'narrative-choice-paragraph', 'role-playing', 'scenario-mission-campaign-game', 'solo-solitaire-game', 'storytelling', 'variable-player-powers']",111,Medium
